BusID,RouteType,TimeStep,SoC,Voltage,Current,Temperature,CycleCount,AhThroughput,CalendarAge,Capacity,SoH,AvgDoD,Speed,Passengers,IsCharging,IsRegenerating
Bus-001,CITY_CENTER,1270,0.69736993,349.67184,-102.649704,39.189266,3.987355,3320.2405,0.8819521,300.0,100.0,0.29227844,0.0,4,false,false
Bus-001,CITY_CENTER,1271,0.69736993,349.8685,-71.85479,39.184296,3.987355,3320.2405,0.88264656,300.0,100.0,0.29227844,0.0,4,false,false
Bus-001,CITY_CENTER,1272,0.69736993,349.8685,-50.29835,39.179325,3.987355,3320.2405,0.883341,300.0,100.0,0.29227844,15.0,4,false,false
Bus-001,CITY_CENTER,1273,0.6915289,349.8535,54.947556,39.204456,3.993196,3325.2493,0.88403547,300.0,100.0,0.29227844,15.0,4,false,false
Bus-001,CITY_CENTER,1274,0.68545544,349.56082,132.28568,39.23208,3.9992695,3330.4617,0.8847299,300.0,100.0,0.29227844,30.0,4,false,false
Bus-001,CITY_CENTER,1275,0.68536794,349.27255,93.95268,39.227097,3.999357,3330.5369,0.8854244,300.0,100.0,0.29227844,30.0,4,false,false
Bus-001,CITY_CENTER,1276,0.684675,349.2666,76.4804,39.22253,4.00005,3331.132,0.8861188,300.0,100.0,0.29227844,30.0,4,false,false
Bus-001,CITY_CENTER,1277,0.68336123,349.23035,73.85057,39.219067,4.0013638,3332.2607,0.8868133,300.0,100.0,0.29227844,30.0,4,false,false
Bus-001,CITY_CENTER,1278,0.68144995,349.16315,81.25459,39.21731,4.003275,3333.9028,0.88750774,300.0,100.0,0.29227844,21.0,4,false,true
Bus-001,CITY_CENTER,1279,0.6855968,349.0832,-7.269825,39.227562,4.007422,3337.4666,0.8882022,300.0,100.0,0.30451912,21.0,4,false,true
Bus-001,CITY_CENTER,1280,0.6897437,349.29053,-69.19884,39.237785,4.011569,3341.0283,0.88889664,300.0,100.0,0.31553572,0.0,4,false,false
Bus-001,CITY_CENTER,1281,0.6897437,349.48718,-48.439186,39.232784,4.011569,3341.0283,0.8895911,300.0,100.0,0.31553572,0.0,4,false,false
Bus-001,CITY_CENTER,1282,0.6897437,349.48718,-33.90743,39.227783,4.011569,3341.0283,0.89028555,300.0,100.0,0.31553572,15.0,5,false,false
Bus-001,CITY_CENTER,1283,0.6816963,349.46646,96.26481,39.276115,4.0196166,3347.695,0.89098,300.0,100.0,0.31553572,15.0,5,false,false
Bus-001,CITY_CENTER,1284,0.67371213,349.0642,187.38538,39.32443,4.027601,3354.3618,0.89167446,300.0,100.0,0.31553572,30.0,5,false,false
Bus-001,CITY_CENTER,1285,0.6706776,348.67776,178.16602,39.32757,4.0306354,3356.9727,0.8923689,300.0,100.0,0.31553572,30.0,6,false,false
Bus-001,CITY_CENTER,1286,0.6680369,348.52707,165.6312,39.32873,4.033276,3359.2456,0.89306337,300.0,100.0,0.31553572,30.0,6,false,false
Bus-001,CITY_CENTER,1287,0.66590655,348.39636,148.9611,39.32773,4.0354066,3361.08,0.8937578,300.0,100.0,0.31553572,30.0,6,false,false
Bus-001,CITY_CENTER,1288,0.66436034,348.29132,128.24518,39.324814,4.036953,3362.4119,0.8944523,300.0,100.0,0.31553572,21.0,7,false,true
Bus-001,CITY_CENTER,1289,0.66855484,348.22885,24.72747,39.33544,4.041147,3366.0254,0.8951467,300.0,100.0,0.32592708,21.0,7,false,true
Bus-001,CITY_CENTER,1290,0.67274934,348.43857,-47.695778,39.346043,4.0453415,3369.6367,0.8958412,300.0,100.0,0.3352793,0.0,8,false,false
Bus-001,CITY_CENTER,1291,0.67274934,348.63745,-33.387043,39.34099,4.0453415,3369.6367,0.89653563,300.0,100.0,0.3352793,0.0,8,false,false
Bus-001,CITY_CENTER,1292,0.67274934,348.63745,-23.37093,39.335938,4.0453415,3369.6367,0.8972301,300.0,100.0,0.3352793,15.0,8,false,false
Bus-001,CITY_CENTER,1293,0.6669394,348.62247,73.63368,39.360878,4.0511513,3374.6362,0.89792454,300.0,100.0,0.3352793,15.0,9,false,false
Bus-001,CITY_CENTER,1294,0.6612414,348.33224,139.87639,39.384712,4.0568495,3379.5437,0.898619,300.0,100.0,0.3352793,30.0,9,false,false
Bus-001,CITY_CENTER,1295,0.6628177,348.06616,73.45789,39.381855,4.058426,3380.9023,0.89931345,300.0,100.0,0.3175146,30.0,10,false,false
Bus-001,CITY_CENTER,1296,0.6643604,348.14487,27.492487,39.378902,4.0599685,3382.2317,0.9000079,300.0,100.0,0.30118984,30.0,11,false,false
Bus-001,CITY_CENTER,1297,0.6657131,348.22153,-1.7313328,39.375458,4.0613213,3383.397,0.90070236,300.0,100.0,0.28459737,30.0,11,false,false
Bus-001,CITY_CENTER,1298,0.6667256,348.28827,-16.910276,39.371296,4.0623336,3384.269,0.9013968,300.0,100.0,0.2662627,21.0,12,false,true
Bus-001,CITY_CENTER,1299,0.67099947,348.34732,-78.09005,39.38248,4.0666075,3387.9497,0.90209126,300.0,100.0,0.28237534,21.0,12,false,true
Bus-001,CITY_CENTER,1300,0.67527336,348.56104,-120.87527,39.39364,4.0708814,3391.6282,0.9027857,300.0,100.0,0.29687667,0.0,13,true,false
Bus-001,CITY_CENTER,1301,0.6836067,348.76367,-84.612686,39.388554,4.0708814,3391.6282,0.9034802,300.0,100.0,0.29687667,0.0,14,true,false
Bus-001,CITY_CENTER,1302,0.69194,349.18033,-59.228878,39.38347,4.0708814,3391.6282,0.9041746,300.0,100.0,0.29687667,15.0,14,false,false
Bus-001,CITY_CENTER,1303,0.68428516,349.57727,76.786194,39.43017,4.078536,3398.1975,0.9048691,300.0,100.0,0.29687667,15.0,15,false,false
Bus-001,CITY_CENTER,1304,0.67633986,349.1938,173.75034,39.4784,4.0864816,3404.8643,0.90556353,300.0,100.0,0.29687667,30.0,16,false,false
Bus-001,CITY_CENTER,1305,0.6731701,348.8088,170.69748,39.4822,4.0896516,3407.5906,0.906258,300.0,100.0,0.29687667,30.0,16,false,false
Bus-001,CITY_CENTER,1306,0.6697206,348.6496,172.91507,39.487648,4.093101,3410.5588,0.90695244,300.0,100.0,0.29687667,30.0,17,false,false
Bus-001,CITY_CENTER,1307,0.6661322,348.47675,176.6457,39.493973,4.096689,3413.648,0.9076469,300.0,100.0,0.29687667,30.0,18,false,false
Bus-001,CITY_CENTER,1308,0.66256654,348.2974,178.93376,39.500164,4.100255,3416.7192,0.90834135,300.0,100.0,0.29687667,21.0,19,false,true
Bus-001,CITY_CENTER,1309,0.6669516,348.13965,57.237106,39.512165,4.10464,3420.498,0.9090358,300.0,100.0,0.31103945,21.0,19,false,true
Bus-001,CITY_CENTER,1310,0.67133665,348.3589,-27.907742,39.52414,4.109025,3424.2744,0.90973026,300.0,100.0,0.32378596,0.0,20,true,false
Bus-001,CITY_CENTER,1311,0.67967,348.56683,-19.53542,39.518997,4.109025,3424.2744,0.9104247,300.0,100.0,0.32378596,0.0,21,true,false
Bus-001,CITY_CENTER,1312,0.6880033,348.9835,-13.674793,39.513855,4.109025,3424.2744,0.91111916,300.0,100.0,0.32378596,15.0,22,false,false
Bus-001,CITY_CENTER,1313,0.6805732,349.38104,105.2662,39.557556,4.116455,3430.6543,0.9118136,300.0,100.0,0.32378596,15.0,22,false,false
Bus-001,CITY_CENTER,1314,0.673475,349.01035,183.512,39.59707,4.1235533,3436.7556,0.9125081,300.0,100.0,0.32378596,30.0,23,false,false
Bus-001,CITY_CENTER,1315,0.67341137,348.67358,129.44421,39.5919,4.1236167,3436.8103,0.9132025,300.0,100.0,0.32378596,30.0,24,false,false
Bus-001,CITY_CENTER,1316,0.67393976,348.67194,82.42719,39.586975,4.124145,3437.265,0.913897,300.0,100.0,0.2966915,30.0,25,false,false
Bus-001,CITY_CENTER,1317,0.6749687,348.69965,41.764442,39.58274,4.125174,3438.1501,0.91459143,300.0,100.0,0.27731195,30.0,26,false,false
Bus-001,CITY_CENTER,1318,0.6763746,348.75208,7.4662094,39.579323,4.1265798,3439.3596,0.9152859,300.0,100.0,0.26363993,21.0,26,false,true
Bus-001,CITY_CENTER,1319,0.68087083,348.83032,-64.37626,39.59209,4.131076,3443.2263,0.91598034,300.0,100.0,0.28223798,21.0,27,false,true
Bus-001,CITY_CENTER,1320,0.6853829,349.05518,-114.86682,39.604958,4.135588,3447.1042,0.9166748,300.0,100.0,0.299135,0.0,28,true,false
Bus-001,CITY_CENTER,1321,0.6937162,349.26913,-80.40678,39.59977,4.135588,3447.1042,0.91736925,300.0,100.0,0.299135,0.0,29,true,false
Bus-001,CITY_CENTER,1322,0.70204955,349.68582,-56.284744,39.59458,4.135588,3447.1042,0.9180637,300.0,100.0,0.299135,15.0,30,false,false
Bus-001,CITY_CENTER,1323,0.6955662,350.08582,60.605732,39.626434,4.1420717,3452.6602,0.91875815,300.0,100.0,0.299135,15.0,30,false,false
Bus-001,CITY_CENTER,1324,0.68881273,349.76096,146.69092,39.6615,4.148825,3458.453,0.9194526,300.0,100.0,0.299135,30.0,31,false,false
Bus-001,CITY_CENTER,1325,0.6885543,349.43997,106.67747,39.656345,4.1490836,3458.6748,0.92014706,300.0,100.0,0.299135,30.0,32,false,false
Bus-001,CITY_CENTER,1326,0.6876163,349.4253,89.17018,39.65191,4.1500216,3459.4802,0.9208415,300.0,100.0,0.299135,30.0,33,false,false
Bus-001,CITY_CENTER,1327,0.68598837,349.37662,87.580795,39.64904,4.1516495,3460.8782,0.92153597,300.0,100.0,0.299135,30.0,33,false,false
Bus-001,CITY_CENTER,1328,0.6837105,349.29355,96.52191,39.64842,4.1539273,3462.8345,0.9222304,300.0,100.0,0.299135,21.0,34,false,true
Bus-001,CITY_CENTER,1329,0.68833375,349.19742,-3.9286041,39.662132,4.1585507,3466.8064,0.9229249,300.0,100.0,0.3154539,21.0,35,false,true
Bus-001,CITY_CENTER,1330,0.6929729,349.42865,-74.442055,39.675945,4.16319,3470.7893,0.92361933,300.0,100.0,0.33029968,0.0,36,true,false
Bus-001,CITY_CENTER,1331,0.7013062,349.64865,-52.109436,39.67072,4.16319,3470.7893,0.9243138,300.0,100.0,0.33029968,0.0,36,true,false
Bus-001,CITY_CENTER,1332,0.70963955,350.0653,-36.476604,39.665493,4.16319,3470.7893,0.92500824,300.0,100.0,0.33029968,15.0,37,false,false
Bus-001,CITY_CENTER,1333,0.70062196,350.4588,94.466385,39.7136,4.1722074,3477.456,0.9257027,300.0,100.0,0.33029968,15.0,38,false,false
Bus-001,CITY_CENTER,1334,0.69166756,350.0081,186.12646,39.76169,4.181162,3484.1228,0.92639714,300.0,100.0,0.33029968,30.0,39,false,false
Bus-001,CITY_CENTER,1335,0.6883614,349.57486,181.35963,39.766087,4.184468,3486.9602,0.9270916,300.0,100.0,0.33029968,30.0,39,false,false
Bus-001,CITY_CENTER,1336,0.6855456,349.4108,170.46873,39.767834,4.1872835,3489.378,0.92778605,300.0,100.0,0.33029968,30.0,40,false,false
Bus-001,CITY_CENTER,1337,0.6833229,349.27155,153.6931,39.76694,4.189506,3491.287,0.9284805,300.0,100.0,0.33029968,30.0,41,false,false
Bus-001,CITY_CENTER,1338,0.6817703,349.16214,131.59648,39.763805,4.1910586,3492.621,0.92917496,300.0,100.0,0.33029968,21.0,41,false,true
Bus-001,CITY_CENTER,1339,0.6865047,349.1007,18.884369,39.778397,4.195793,3496.6897,0.9298694,300.0,100.0,0.34461367,21.0,42,false,true
Bus-001,CITY_CENTER,1340,0.691255,349.33746,-60.20994,39.79309,4.2005434,3500.769,0.93056387,300.0,100.0,0.35765508,0.0,43,true,false
Bus-001,CITY_CENTER,1341,0.6995883,349.56274,-42.146957,39.787807,4.2005434,3500.769,0.9312583,300.0,100.0,0.35765508,0.0,43,true,false
Bus-001,CITY_CENTER,1342,0.7079216,349.9794,-29.50287,39.782524,4.2005434,3500.769,0.9319528,300.0,100.0,0.35765508,15.0,44,false,false
Bus-001,CITY_CENTER,1343,0.70137274,350.37927,80.27856,39.814972,4.2070923,3506.3762,0.9326472,300.0,100.0,0.35765508,15.0,44,false,false
Bus-001,CITY_CENTER,1344,0.69495344,350.05212,155.22115,39.845997,4.2135115,3511.8777,0.9333417,300.0,100.0,0.35765508,30.0,45,false,false
Bus-001,CITY_CENTER,1345,0.6967634,349.75235,80.70996,39.843582,4.2153215,3513.4302,0.93403614,300.0,100.0,0.33998913,30.0,46,false,false
Bus-001,CITY_CENTER,1346,0.69848675,349.8426,29.896008,39.840893,4.217045,3514.908,0.9347306,300.0,100.0,0.32322383,30.0,46,false,false
Bus-001,CITY_CENTER,1347,0.6999433,349.9281,-1.5502396,39.837456,4.2185016,3516.1567,0.93542504,300.0,100.0,0.3054672,30.0,47,false,false
Bus-001,CITY_CENTER,1348,0.70097953,349.99982,-17.072485,39.83309,4.2195377,3517.045,0.9361195,300.0,100.0,0.2852826,21.0,47,false,true
Bus-001,CITY_CENTER,1349,0.70580924,350.0614,-86.452675,39.84834,4.2243676,3521.1838,0.93681395,300.0,100.0,0.3050511,21.0,47,false,true
Bus-001,CITY_CENTER,1350,0.71063894,350.3029,-134.96745,39.863552,4.2291975,3525.32,0.9375084,300.0,100.0,0.32284272,0.0,48,false,false
Bus-001,CITY_CENTER,1351,0.71063894,350.53195,-94.47722,39.858227,4.2291975,3525.32,0.93820286,300.0,100.0,0.32284272,0.0,48,false,false
Bus-001,CITY_CENTER,1352,0.71063894,350.53195,-66.13405,39.8529,4.2291975,3525.32,0.9388973,300.0,100.0,0.32284272,15.0,49,false,false
Bus-001,CITY_CENTER,1353,0.70208424,350.50998,73.70618,39.90091,4.2377524,3531.9868,0.93959177,300.0,100.0,0.32284272,15.0,49,false,false
Bus-001,CITY_CENTER,1354,0.693221,350.08142,171.59433,39.948902,4.246616,3538.6536,0.9402862,300.0,100.0,0.32284272,30.0,49,false,false
Bus-001,CITY_CENTER,1355,0.68979144,349.65222,173.0811,39.953934,4.2500453,3541.596,0.9409807,300.0,100.0,0.32284272,30.0,50,false,false
Bus-001,CITY_CENTER,1356,0.68599355,349.4798,179.83957,39.961327,4.2538433,3544.8562,0.9416751,300.0,100.0,0.32284272,30.0,50,false,false
Bus-001,CITY_CENTER,1357,0.68200666,349.2894,187.52475,39.97003,4.25783,3548.2805,0.9423696,300.0,100.0,0.32284272,30.0,50,false,false
Bus-001,CITY_CENTER,1358,0.6780109,349.09003,193.07681,39.97881,4.261826,3551.7144,0.94306403,300.0,100.0,0.32284272,21.0,51,false,true
Bus-001,CITY_CENTER,1359,0.68290406,348.91318,59.423607,39.994675,4.2667193,3555.9216,0.9437585,300.0,100.0,0.33949038,21.0,51,false,true
Bus-001,CITY_CENTER,1360,0.68779725,349.1578,-34.080578,40.0105,4.2716126,3560.126,0.94445294,300.0,100.0,0.3544733,0.0,51,false,false
Bus-001,CITY_CENTER,1361,0.68779725,349.38986,-23.856403,40.00511,4.2716126,3560.126,0.9451474,300.0,100.0,0.3544733,0.0,51,false,false
Bus-001,CITY_CENTER,1362,0.68779725,349.38986,-16.699482,39.99972,4.2716126,3560.126,0.94584185,300.0,100.0,0.3544733,15.0,51,false,false
Bus-001,CITY_CENTER,1363,0.6795007,349.3685,108.31037,40.047665,4.279909,3566.7927,0.9465363,300.0,100.0,0.3544733,15.0,51,false,false
Bus-001,CITY_CENTER,1364,0.6715693,348.9546,195.81726,40.09559,4.2878404,3573.4595,0.94723076,300.0,100.0,0.3544733,30.0,51,false,false
Bus-001,CITY_CENTER,1365,0.6713255,348.57782,140.8487,40.090218,4.288084,3573.6692,0.9479252,300.0,100.0,0.3544733,30.0,51,false,false
Bus-001,CITY_CENTER,1366,0.6717517,348.56738,91.9921,40.084953,4.2885103,3574.036,0.94861966,300.0,100.0,0.32328752,30.0,51,false,false
Bus-001,CITY_CENTER,1367,0.6727534,348.59018,48.87703,40.080418,4.289512,3574.898,0.9493141,300.0,100.0,0.30097586,30.0,51,false,false
Bus-001,CITY_CENTER,1368,0.67420053,348.6414,11.799913,40.07685,4.2909594,3576.143,0.9500086,300.0,100.0,0.28534946,21.0,51,false,true
Bus-001,CITY_CENTER,1369,0.6790937,348.72266,-67.5116,40.09269,4.2958527,3580.3525,0.950703,300.0,100.0,0.30574647,21.0,51,false,true
Bus-001,CITY_CENTER,1370,0.6839869,348.96732,-122.97653,40.10849,4.300746,3584.559,0.9513975,300.0,100.0,0.32410377,0.0,51,false,false
Bus-001,CITY_CENTER,1371,0.6839869,349.19934,-86.08357,40.10305,4.300746,3584.559,0.95209193,300.0,100.0,0.32410377,0.0,51,false,false
Bus-001,CITY_CENTER,1372,0.6839869,349.19934,-60.2585,40.09761,4.300746,3584.559,0.9527864,300.0,100.0,0.32410377,15.0,51,false,false
Bus-001,CITY_CENTER,1373,0.6770971,349.18158,64.367966,40.134216,4.307636,3590.4785,0.95348084,300.0,100.0,0.32410377,15.0,51,false,false
Bus-001,CITY_CENTER,1374,0.669933,348.83636,155.95744,40.174313,4.3148,3596.6396,0.9541753,300.0,100.0,0.32410377,30.0,51,false,false
Bus-001,CITY_CENTER,1375,0.66984963,348.49643,110.46241,40.168846,4.314883,3596.7114,0.95486975,300.0,100.0,0.32410377,30.0,51,false,false
Bus-001,CITY_CENTER,1376,0.6690518,348.49042,89.68602,40.163944,4.315681,3597.3982,0.9555642,300.0,100.0,0.32410377,30.0,50,false,false
Bus-001,CITY_CENTER,1377,0.66752607,348.44864,86.42541,40.160545,4.317207,3598.712,0.95625865,300.0,100.0,0.32410377,30.0,50,false,false
Bus-001,CITY_CENTER,1378,0.6652975,348.37054,95.04179,40.159492,4.3194356,3600.631,0.9569531,300.0,100.0,0.32410377,21.0,50,false,true
Bus-001,CITY_CENTER,1379,0.67017484,348.27747,-9.092934,40.1752,4.3243127,3604.8323,0.95764756,300.0,100.0,0.34046656,21.0,49,false,true
Bus-001,CITY_CENTER,1380,0.67503625,348.52127,-81.68829,40.19074,4.329174,3609.0168,0.958342,300.0,100.0,0.35503426,0.0,49,false,false
Bus-001,CITY_CENTER,1381,0.67503625,348.7518,-57.181805,40.185253,4.329174,3609.0168,0.95903647,300.0,100.0,0.35503426,0.0,49,false,false
Bus-001,CITY_CENTER,1382,0.67503625,348.7518,-40.027264,40.179768,4.329174,3609.0168,0.9597309,300.0,100.0,0.35503426,15.0,48,false,false
Bus-001,CITY_CENTER,1383,0.66567105,348.72763,91.98093,40.227615,4.338539,3615.6836,0.9604254,300.0,100.0,0.35503426,15.0,48,false,false
Bus-001,CITY_CENTER,1384,0.6563795,348.25952,184.38666,40.275444,4.347831,3622.3503,0.96111983,300.0,100.0,0.35503426,30.0,48,false,false
Bus-001,CITY_CENTER,1385,0.6528653,347.80988,183.63152,40.28095,4.351345,3625.3816,0.9618143,300.0,100.0,0.35503426,30.0,47,false,false
Bus-001,CITY_CENTER,1386,0.6498303,347.6354,175.68634,40.283653,4.35438,3628.0007,0.96250874,300.0,100.0,0.35503426,30.0,47,false,false
Bus-001,CITY_CENTER,1387,0.6473852,347.48517,160.97748,40.283474,4.3568254,3630.1116,0.9632032,300.0,100.0,0.35503426,30.0,46,false,false
Bus-001,CITY_CENTER,1388,0.6456207,347.3647,140.11374,40.28073,4.3585896,3631.6355,0.96389765,300.0,100.0,0.35503426,21.0,46,false,true
Bus-001,CITY_CENTER,1389,0.6504345,347.29352,23.230835,40.29595,4.3634033,3635.7937,0.9645921,300.0,100.0,0.36766878,21.0,45,false,true
Bus-001,CITY_CENTER,1390,0.6552324,347.53415,-58.288643,40.310997,4.3682013,3639.9353,0.96528655,300.0,100.0,0.37888107,0.0,45,false,false
Bus-001,CITY_CENTER,1391,0.6552324,347.76163,-40.802048,40.30545,4.3682013,3639.9353,0.965981,300.0,100.0,0.37888107,0.0,44,false,false
Bus-001,CITY_CENTER,1392,0.6552324,347.76163,-28.561434,40.299904,4.3682013,3639.9353,0.96667546,300.0,100.0,0.37888107,15.0,43,false,false
Bus-001,CITY_CENTER,1393,0.6486574,347.7446,82.10875,40.33297,4.3747764,3645.6077,0.9673699,300.0,100.0,0.37888107,15.0,43,false,false
Bus-001,CITY_CENTER,1394,0.64223325,347.41623,157.32883,40.364338,4.3812003,3651.155,0.96806437,300.0,100.0,0.37888107,30.0,42,false,false
Bus-001,CITY_CENTER,1395,0.6440187,347.1163,82.35434,40.36162,4.3829856,3652.6982,0.9687588,300.0,100.0,0.3588475,30.0,42,false,false
Bus-001,CITY_CENTER,1396,0.6457594,347.20544,30.575815,40.358765,4.384726,3654.2021,0.9694533,300.0,100.0,0.34036943,30.0,41,false,false
Bus-001,CITY_CENTER,1397,0.64727575,347.2919,-2.1740818,40.355255,4.3862424,3655.512,0.9701477,300.0,100.0,0.3214957,30.0,40,false,false
Bus-001,CITY_CENTER,1398,0.64840966,347.36673,-19.149551,40.350834,4.3873763,3656.4912,0.9708422,300.0,100.0,0.30068552,21.0,40,false,true
Bus-001,CITY_CENTER,1399,0.6531282,347.4327,-86.74263,40.36518,4.3920946,3660.5654,0.97153664,300.0,100.0,0.31780216,21.0,39,false,true
Bus-001,CITY_CENTER,1400,0.65783083,347.66858,-133.76138,40.37936,4.396797,3664.6233,0.9722311,300.0,100.0,0.33304834,0.0,38,true,false
Bus-001,CITY_CENTER,1401,0.66616416,347.89154,-93.632965,40.373775,4.396797,3664.6233,0.97292554,300.0,100.0,0.33304834,0.0,37,true,false
Bus-001,CITY_CENTER,1402,0.6744975,348.3082,-65.543076,40.36819,4.396797,3664.6233,0.97362,300.0,100.0,0.33304834,15.0,37,false,false
Bus-001,CITY_CENTER,1403,0.66619444,348.70346,74.11986,40.415936,4.4051003,3671.29,0.97431445,300.0,100.0,0.33304834,15.0,36,false,false
Bus-001,CITY_CENTER,1404,0.6576371,348.2876,171.88391,40.46366,4.4136577,3677.9568,0.9750089,300.0,100.0,0.33304834,30.0,35,false,false
Bus-001,CITY_CENTER,1405,0.6542545,347.8731,172.82658,40.46825,4.4170403,3680.8738,0.97570336,300.0,100.0,0.33304834,30.0,34,false,false
Bus-001,CITY_CENTER,1406,0.65058494,347.70322,177.96838,40.47465,4.42071,3684.0398,0.9763978,300.0,100.0,0.33304834,30.0,34,false,false
Bus-001,CITY_CENTER,1407,0.6467809,347.51938,183.68759,40.481964,4.4245143,3687.3237,0.97709227,300.0,100.0,0.33304834,30.0,33,false,false
Bus-001,CITY_CENTER,1408,0.6430269,347.3293,186.94589,40.488945,4.4282684,3690.5662,0.9777867,300.0,100.0,0.33304834,21.0,32,false,true
Bus-001,CITY_CENTER,1409,0.64761835,347.16324,59.443268,40.502197,4.43286,3694.534,0.9784812,300.0,100.0,0.34565833,21.0,31,false,true
Bus-001,CITY_CENTER,1410,0.65219396,347.39276,-29.514545,40.51529,4.4374356,3698.4854,0.9791756,300.0,100.0,0.3568485,0.0,30,true,false
Bus-001,CITY_CENTER,1411,0.6605273,347.6097,-20.660181,40.509636,4.4374356,3698.4854,0.9798701,300.0,100.0,0.3568485,0.0,30,true,false
Bus-001,CITY_CENTER,1412,0.6688606,348.02637,-14.462127,40.503986,4.4374356,3698.4854,0.98056453,300.0,100.0,0.3568485,15.0,29,false,false
Bus-001,CITY_CENTER,1413,0.6612446,348.42334,107.91304,40.54994,4.4450517,3705.043,0.981259,300.0,100.0,0.3568485,15.0,28,false,false
Bus-001,CITY_CENTER,1414,0.6539941,348.0435,188.03247,40.59114,4.452302,3711.2925,0.98195344,300.0,100.0,0.3568485,30.0,27,false,false
Bus-001,CITY_CENTER,1415,0.6539311,347.69955,132.60098,40.585457,4.452365,3711.347,0.9826479,300.0,100.0,0.3568485,30.0,26,false,false
Bus-001,CITY_CENTER,1416,0.65446407,347.69794,84.54344,40.580025,4.452898,3711.807,0.98334235,300.0,100.0,0.32649323,30.0,26,false,false
Bus-001,CITY_CENTER,1417,0.6554971,347.7259,43.138496,40.57529,4.453931,3712.698,0.9840368,300.0,100.0,0.3041739,30.0,25,false,false
Bus-001,CITY_CENTER,1418,0.65689766,347.77847,8.450249,40.571358,4.4553313,3713.9062,0.98473126,300.0,100.0,0.28776214,21.0,24,false,true
Bus-001,CITY_CENTER,1419,0.6613621,347.85645,-63.38928,40.58346,4.459796,3717.7566,0.9854257,300.0,100.0,0.30363035,21.0,23,false,true
Bus-001,CITY_CENTER,1420,0.6658107,348.07962,-113.386154,40.59541,4.4642444,3721.5906,0.98612016,300.0,100.0,0.31775296,0.0,23,true,false
Bus-001,CITY_CENTER,1421,0.674144,348.29053,-79.37031,40.589714,4.4642444,3721.5906,0.9868146,300.0,100.0,0.31775296,0.0,22,true,false
Bus-001,CITY_CENTER,1422,0.68247736,348.7072,-55.559216,40.584015,4.4642444,3721.5906,0.9875091,300.0,100.0,0.31775296,15.0,21,false,false
Bus-001,CITY_CENTER,1423,0.67619675,349.10767,58.25721,40.613274,4.470525,3726.9878,0.9882035,300.0,100.0,0.31775296,15.0,20,false,false
Bus-001,CITY_CENTER,1424,0.66967803,348.79303,141.70245,40.645287,4.4770436,3732.5945,0.988898,300.0,100.0,0.31775296,30.0,19,false,false
Bus-001,CITY_CENTER,1425,0.6694258,348.48325,103.10089,40.63962,4.477296,3732.8118,0.98959243,300.0,100.0,0.31775296,30.0,19,false,false
Bus-001,CITY_CENTER,1426,0.668525,348.46896,86.12966,40.63462,4.4781966,3733.5872,0.9902869,300.0,100.0,0.31775296,30.0,18,false,false
Bus-001,CITY_CENTER,1427,0.6669755,348.42224,84.30533,40.631035,4.4797463,3734.9214,0.99098134,300.0,100.0,0.31775296,30.0,17,false,false
Bus-001,CITY_CENTER,1428,0.66481715,348.3432,92.47217,40.629456,4.4819045,3736.7803,0.9916758,300.0,100.0,0.31775296,21.0,17,false,true
Bus-001,CITY_CENTER,1429,0.66917044,348.2521,-2.7715912,40.64061,4.486258,3740.5303,0.99237025,300.0,100.0,0.32951054,21.0,16,false,true
Bus-001,CITY_CENTER,1430,0.67350787,348.46973,-69.15399,40.65161,4.4905953,3744.2644,0.9930647,300.0,100.0,0.33993357,0.0,15,true,false
Bus-001,CITY_CENTER,1431,0.6818412,348.67538,-48.407795,40.645874,4.4905953,3744.2644,0.99375916,300.0,100.0,0.33993357,0.0,14,true,false
Bus-001,CITY_CENTER,1432,0.6901745,349.09207,-33.885456,40.640137,4.4905953,3744.2644,0.9944536,300.0,100.0,0.33993357,15.0,14,false,false
Bus-001,CITY_CENTER,1433,0.6818609,349.48734,96.28019,40.687737,4.498909,3750.9312,0.99514806,300.0,100.0,0.33993357,15.0,13,false,false
Bus-001,CITY_CENTER,1434,0.67366385,349.07193,187.39615,40.735313,4.5071063,3757.598,0.9958425,300.0,100.0,0.33993357,30.0,12,false,false
Bus-001,CITY_CENTER,1435,0.6706491,348.6754,177.86758,40.737617,4.510121,3760.192,0.99653697,300.0,100.0,0.33993357,30.0,12,false,false
Bus-001,CITY_CENTER,1436,0.66808,348.52582,164.31296,40.737713,4.51269,3762.4033,0.9972314,300.0,100.0,0.33993357,30.0,11,false,false
Bus-001,CITY_CENTER,1437,0.6660634,348.39877,146.27467,40.735554,4.5147066,3764.1396,0.9979259,300.0,100.0,0.33993357,30.0,11,false,false
Bus-001,CITY_CENTER,1438,0.664656,348.29953,124.21301,40.731537,4.516114,3765.3518,0.99862033,300.0,100.0,0.33993357,21.0,10,false,true
Bus-001,CITY_CENTER,1439,0.6688981,348.24374,21.16903,40.741783,4.520356,3769.0063,0.9993148,300.0,100.0,0.3483615,21.0,10,false,true
Bus-001,CITY_CENTER,1440,0.6731402,348.45587,-50.921707,40.752003,4.524598,3772.6587,1.0000092,300.0,100.0,0.35594666,21.0,10,false,true
Bus-002,SUBURBAN,0,0.9,350.0,0.0,25.0,0.0,0.0,0.0,300.0,100.0,0.0,0.0,28,true,false
Bus-002,SUBURBAN,1,0.9,360.0,0.0,24.998333,0.0,0.0,6.9444446E-4,300.0,100.0,0.0,0.0,28,true,false
